orthomap	organism	mirna	gene	log2FoldChange	pvalue	baseMean	bMctrl	bMtreat	padj
ENSG00000126259|ENSMUSG00000036915	mouse	mir769	Kirrel2	-0.68828565726018	5.01415211337376e-06	111.328353757394	133.140051932431	82.2460895240104	7.100786843783958e-06
ENSG00000148337|ENSMUSG00000039205	mouse	mir769	Ciz1	-0.507411113543636	6.17706659431755e-06	239.43699095701	274.439393110382	192.76712141918	8.693649280891367e-06
ENSG00000188917|ENSMUSG00000067369	mouse	mir769	Trmt2b	-0.733285090120673	6.23548345930707e-06	99.9669598086928	120.760151357993	72.2427044096257	8.722025943079828e-06
ENSG00000197324|ENSMUSG00000022175	mouse	mir769	Lrp10	-0.599978011290707	7.2850281613322e-06	157.456643250446	184.506326937447	121.390398334444	1.0127965980388669e-05
ENSG00000152270|ENSMUSG00000030671	mouse	mir769	Pde3b	-0.504115478904528	8.84432271136126e-06	238.484605880583	273.131829432439	192.288307811441	1.2153900429656723e-05
ENSG00000088386|ENSMUSG00000025557	mouse	mir769	Slc15a1	-0.653125020667533	8.87384476375044e-06	119.603533273572	141.902336742846	89.8717953145383	1.2153900429656723e-05
ENSG00000111087|ENSMUSG00000025407	mouse	mir769	Gli1	0.577876895821176	8.90219899891523e-06	155.893301463588	128.542249877989	192.361370244386	1.2153900429656723e-05
ENSG00000008283|ENSMUSG00000019590	mouse	mir769	Cyb561	-0.616793783016808	9.2692634985528e-06	136.735504053828	160.868863008633	104.557692114087	1.2579714748035944e-05
ENSG00000269556|ENSMUSG00000073139	mouse	mir769	Tmem185a	-0.723777576382739	9.50734804550809e-06	93.8935388791242	113.201218020206	68.1499666910144	1.2826481386839316e-05
ENSG00000197467|ENSMUSG00000058806	mouse	mir769	Col13a1	-0.804977566763012	1.02210617894922e-05	87.2380144567022	107.038114267002	60.8378813763024	1.370824757649542e-05
ENSG00000142611|ENSMUSG00000039410	mouse	mir769	Prdm16	-0.561985238797187	1.06749506840224e-05	166.861354694125	193.7958213942	130.948732427357	1.4233267578696534e-05
	mouse	mir769	H2-K1	-0.731859462724166	1.08216847250345e-05	92.4877149303983	111.705984778824	66.863355132497	1.434502393783643e-05
ENSG00000140564|ENSMUSG00000030530	mouse	mir769	Furin	-0.572162311082067	1.33263023834431e-05	215.49680248883	250.831504521822	168.383866444841	1.756298811228339e-05
ENSG00000152782|ENSMUSG00000033610	mouse	mir769	Pank1	-0.605045907911255	1.75282581317906e-05	128.721794409491	151.042722122411	98.9605574589322	2.2968062379587682e-05
ENSG00000156232|ENSMUSG00000045795	mouse	mir769	Whamm	-0.513915363203849	1.8272477341081e-05	203.577756550875	233.724506997841	163.382089288254	2.3806427621522673e-05
ENSG00000137486|ENSMUSG00000018909	mouse	mir769	Arrb1	-0.627614523759178	2.08370506322543e-05	137.417144370153	162.070154957918	104.546463586466	2.6993451955420345e-05
ENSG00000239282|ENSMUSG00000020424	mouse	mir769	Castor1	0.550389111760935	2.17657939425066e-05	173.504536233453	144.534069279731	212.131825505083	2.8037293892042402e-05
ENSG00000120756|ENSMUSG00000049493	mouse	mir769	Pls1	-0.740821885783513	2.29677051099125e-05	85.4104455964225	103.374936893453	61.4577905337149	2.9419307668876688e-05
ENSG00000103723|ENSMUSG00000062444	mouse	mir769	Ap3b2	-0.625957804674331	2.57293945606789e-05	121.58748566017	143.366920511912	92.5482391911807	3.2772636647121724e-05
ENSG00000164687|ENSMUSG00000027533	mouse	mir769	Fabp5	-0.59816852000792	2.98562755044531e-05	126.32837859043	148.002342186652	97.429760462135	3.781794897230726e-05
ENSG00000167037|ENSMUSG00000042216	mouse	mir769	Sgsm1	-0.574238825921568	3.14529191768182e-05	136.812764589406	159.382698735919	106.719519060721	3.9620251780743366e-05
ENSG00000170703|ENSMUSG00000038756	mouse	mir769	Ttll6	0.556961635758435	3.58148461581735e-05	135.4484338432	112.524539237799	166.013626650401	4.4866950132217356e-05
ENSG00000196935|ENSMUSG00000020121	mouse	mir769	Srgap1	-0.609330365995068	3.62602941661503e-05	126.528046075645	148.618021480348	97.0747455360424	4.517675994471185e-05
ENSG00000165338|ENSMUSG00000041180	mouse	mir769	Hectd2	-0.658038127244404	4.63684262527299e-05	101.277992016601	120.321713402281	75.8863635023621	5.745652818273053e-05
ENSG00000197283|ENSMUSG00000067629	mouse	mir769	Syngap1	0.569713308329044	4.76938615422783e-05	130.09006354574	107.560813426086	160.12906370528	5.877946179264569e-05
ENSG00000112294|ENSMUSG00000035936	mouse	mir769	Aldh5a1	-0.629711021405495	5.38336169299791e-05	106.224776848258	125.38219467689	80.6815530767487	6.5989594946426e-05
ENSG00000006025|ENSMUSG00000038534	mouse	mir769	Osbpl7	-0.506511995940599	6.57699361344521e-05	169.602563064566	194.396517449857	136.543957217512	8.019008255965283e-05
ENSG00000189143|ENSMUSG00000047501	mouse	mir769	Cldn4	-0.661711197459341	7.19023759752194e-05	98.3512808588726	116.946683685776	73.5574104230013	8.720075384228736e-05
ENSG00000123643|ENSMUSG00000020261	mouse	mir769	Slc36a1	-0.685236057387362	7.94007449316104e-05	93.5599861527047	111.845615754659	69.1791466834323	9.578502563178396e-05
ENSG00000005844|ENSMUSG00000030830	mouse	mir769	Itgal	-0.663837906755427	8.2780237373304e-05	101.334224193276	120.545522063558	75.7191603662329	9.93362848479648e-05
ENSG00000158220|ENSMUSG00000037681	mouse	mir769	Esyt3	-0.64204610883502	8.45916295208149e-05	106.031526264636	125.506038522406	80.0655099209435	0.00010097848968976857
ENSG00000132437|ENSMUSG00000020182	mouse	mir769	Ddc	0.510599364082417	8.72948448991052e-05	144.60895514758	122.189729936051	174.501255429619	0.00010366262831768743
ENSG00000166821|ENSMUSG00000030545	mouse	mir769	Pex11a	-0.715475835522668	9.06084558930515e-05	84.5950934001351	101.82552729836	61.6211815358356	0.00010704004115863079
ENSG00000139971|ENSMUSG00000036242	mouse	mir769	Armh4	-0.503770821726508	0.0001049646986681	159.008605275397	182.142572936717	128.163315060303	0.00012336057369240617
ENSG00000144815|ENSMUSG00000075033	mouse	mir769	Nxpe3	-0.629495181665704	0.0001067362696904	104.347779796671	123.163777065703	79.2597834379618	0.00012479933071492925
ENSG00000166866|ENSMUSG00000025401	mouse	mir769	Myo1a	-0.543687896244265	0.0001146784335677	132.577506697977	153.347240732015	104.884527985928	0.00013340144312977347
ENSG00000181830|ENSMUSG00000049922	mouse	mir769	Slc35c1	-0.557320153017254	0.0001269720993191	122.03682871011	141.623286699006	95.9215513915827	0.00014695248043022742
ENSG00000157423|ENSMUSG00000059854	mouse	mir769	Hydin	0.505208394299901	0.0001417525770412	148.800247748247	125.980337687377	179.226794496074	0.00016323024022926058
ENSG00000108219|ENSMUSG00000037824	mouse	mir769	Tspan14	-0.516700217603061	0.0001679878503632	136.124669525561	156.436028262528	109.042857876271	0.000191922575568732
ENSG00000145819|ENSMUSG00000036452	mouse	mir769	Arhgap26	0.5111909001427	0.0001683531364638	135.476620477877	114.439034413835	163.526735229934	0.000191922575568732
ENSG00000186918|ENSMUSG00000034522	mouse	mir769	Zfp395	-0.50481429758006	0.0002355244679973	144.290694365374	165.338360108853	116.227140040737	0.0002671620831014149
ENSG00000138623|ENSMUSG00000038264	mouse	mir769	Sema7a	-0.564564996547663	0.000271603011476	110.296840942071	128.232936429746	86.3820469585044	0.00030656181493330693
ENSG00000196968|ENSMUSG00000039357	mouse	mir769	Fut11	-0.632822719548733	0.0002745332356842	101.521238130194	119.923352027204	76.9850862675138	0.00030834274746796846
ENSG00000166924|ENSMUSG00000045348	mouse	mir769	Nyap1	-0.542431005339023	0.0002847110364711	112.589647009943	130.21265180064	89.0923072890136	0.00031820645252652355
ENSG00000137312|ENSMUSG00000059714	mouse	mir769	Flot1	-0.532855996110523	0.0003063968530845	115.23662923266	132.96707003147	91.5960415009134	0.0003407730853817854
ENSG00000116663|ENSMUSG00000055401	mouse	mir769	Fbxo6	-0.529230695953848	0.0003217070187785	124.078454569594	143.033881407817	98.8045521186296	0.00035606407903639804
ENSG00000095383|ENSMUSG00000039813	mouse	mir769	Tbc1d2	-0.569862872650966	0.000324951874546	108.69799947366	126.533728924875	84.9170268720395	0.0003571001427839135
ENSG00000205363|ENSMUSG00000066607	mouse	mir769	Insyn1	-0.516409886452469	0.0003257755688555	127.567364374678	146.600969867445	102.189223717655	0.0003571001427839135
	mouse	mir769	Mmgt2	-0.618564154918291	0.0003728943524024	87.5353316553266	103.08999832755	66.7957760923622	0.00040679383898443636
ENSG00000084444|ENSMUSG00000030207	mouse	mir769	Fam234b	-0.526855855670498	0.0004121034679383	118.840830706369	136.924799239761	94.7288726618464	0.00044742662233301147
ENSG00000137285|ENSMUSG00000058672	mouse	mir769	Tubb2a	-0.538435856307373	0.0004459989333711	108.931211145825	125.867037276811	86.3501096378424	0.0004819324967232739
ENSG00000130294|ENSMUSG00000014602	mouse	mir769	Kif1a	0.506866840554149	0.0004579512985517	120.505694211077	101.935004087996	145.266614375185	0.0004925136607065453
ENSG00000113119|ENSMUSG00000006850	mouse	mir769	Tmco6	-0.541944304535459	0.0005095685494761	117.78947974066	136.203482807957	93.2374756509316	0.0005454536585941352
ENSG00000149970|ENSMUSG00000025658	mouse	mir769	Cnksr2	-0.609157891163753	0.0005353931763884	88.731163717867	104.269943248357	68.0127910105471	0.0005681548383026958
	mouse	mir769	Zfp948	-0.513942658202363	0.0005357600448907	139.213788280321	159.87685830771	111.663028243803	0.0005681548383026958
ENSG00000105339|ENSMUSG00000036661	mouse	mir769	Dennd3	-0.519702188945098	0.0005938054965378	119.030057776238	136.907897547102	95.1929380817529	0.0006267946907899001
ENSG00000105948|ENSMUSG00000056832	mouse	mir769	Ttc26	-0.521078405319295	0.0006609668824583	129.838633905879	149.375598322695	103.78934801679	0.0006944721161313014
ENSG00000102760|ENSMUSG00000022018	mouse	mir769	Rgcc	-0.532114205513454	0.0007031377917256	99.9641795661597	115.344571070317	79.4569908939493	0.0007353918188689762
ENSG00000155367|ENSMUSG00000002228	mouse	mir769	Ppm1j	-0.56011102713342	0.0007371635106013	100.789293581877	117.070353787871	79.0812133072178	0.00076545162839532
ENSG00000068615|ENSMUSG00000052852	mouse	mir769	Reep1	-0.551163406789373	0.0007385936765218	102.852053748715	119.210889759012	81.0402724016521	0.00076545162839532
ENSG00000164953|ENSMUSG00000049488	mouse	mir769	Tmem67	-0.547962677597544	0.0007775314312059	94.6065360818187	109.583379695546	74.6374112635153	0.0008021591235970371
ENSG00000154153|ENSMUSG00000022270	mouse	mir769	Retreg1	-0.577918702331162	0.0008309362970226	95.6674577991156	111.59500849187	74.4307235421095	0.0008533940347799675
ENSG00000099953|ENSMUSG00000000901	mouse	mir769	Mmp11	-0.533572664890179	0.0009811389059945	99.9510786912128	115.369631321552	79.3930085174277	0.001003137536173749
ENSG00000099994|ENSMUSG00000006342	mouse	mir769	Susd2	-0.541299869506626	0.0009933265664309	108.100093809466	124.992969907616	85.5762590119321	0.0010110645408314518
ENSG00000105438|ENSMUSG00000002778	mouse	mir769	Kdelr1	-0.565359967158842	0.0010601267487237	98.455371553615	114.504559489436	77.0564543058535	0.001074261772040016
ENSG00000198844|ENSMUSG00000052921	mouse	mir769	Arhgef15	-0.510784546934215	0.0011426182713583	103.409423417332	118.705729213897	83.0143490219133	0.001152729937476515
ENSG00000173890|ENSMUSG00000037661	mouse	mir769	Gpr160	-0.505578182003763	0.0018038296217478	99.1740547014923	113.70685450695	79.7969882942151	0.0018117760077466891
ENSG00000152767|ENSMUSG00000025555	mouse	mir769	Farp1	-0.570397588803977	0.0022985120879464	86.8150813589592	101.105581295586	67.7610814434562	0.0022985120879464
